Indicator,Country,Year,Type,Governance (-2.5 to +2.5),Number of Sources,Percentile Rank,Standard Error
Rule of Law,Hungary,2020,Country,0.508961439,12,67.788459778,0.139792562
Rule of Law,Poland,2020,Country,0.529685378,12,69.230766296,0.139792562
Rule of Law,Slovenia,2020,Country,1.060341001,12,84.134613037,0.139792562
Rule of Law,Czech Republic,2020,Country,1.051819682,12,83.653846741,0.139792562
Rule of Law,Estonia,2020,Country,1.372803450,12,89.423080444,0.139792562
Rule of Law,Luxembourg,2020,Country,1.782572985,8,95.673080444,0.166406631
Rule of Law,Switzerland,2020,Country,1.817349553,8,97.596153259,0.167255387
Rule of Law,Iceland,2020,Country,1.788674116,8,96.153846741,0.167255387
Rule of Law,Norway,2020,Country,1.972491264,8,99.519233704,0.161672220
Rule of Law,Belgium,2020,Country,1.360301852,9,88.461540222,0.159010038
Rule of Law,Ireland,2020,Country,1.490071774,9,90.384613037,0.164312840
Rule of Law,United Kingdom,2020,Country,1.489148855,9,89.903846741,0.157058969
Rule of Law,Italy,2020,Country,0.235660911,10,59.134616852,0.154614866
Rule of Law,Greece,2020,Country,0.315227628,10,61.538459778,0.154614866
Rule of Law,Spain,2020,Country,0.894206524,10,77.403846741,0.154614866
Rule of Law,Portugal,2020,Country,1.177211642,10,85.096153259,0.154614866
Rule of Law,France,2020,Country,1.320556998,10,87.980766296,0.154614866
Rule of Law,Germany,2020,Country,1.549539328,10,91.346153259,0.154614866
Rule of Law,Netherlands,2020,Country,1.748748064,10,94.711540222,0.154614866
Rule of Law,Denmark,2020,Country,1.847981572,10,98.076919556,0.154614866
Rule of Law,Austria,2020,Country,1.801011682,10,97.115386963,0.154614866
Rule of Law,Finland,2020,Country,2.066255569,10,100,0.154614866
Rule of Law,Sweden,2020,Country,1.797250509,10,96.634613037,0.154614866
Rule of Law,Lithuania,2020,Country,0.985400498,11,81.730766296,0.146837011
Rule of Law,Slovak Republic,2020,Country,0.673871577,11,73.076919556,0.146837011
Rule of Law,Latvia,2020,Country,0.949904144,11,80.769233704,0.146837011
Rule of Law,Hungary,2020,Country,0.508961439,12,67.788459778,0.139792562
Rule of Law,Czech Republic,2020,Country,1.051819682,12,83.653846741,0.139792562
Rule of Law,Poland,2020,Country,0.529685378,12,69.230766296,0.139792562
Rule of Law,Estonia,2020,Country,1.372803450,12,89.423080444,0.139792562
Rule of Law,Slovenia,2020,Country,1.060341001,12,84.134613037,0.139792562
Rule of Law,Switzerland,2020,Country,1.817349553,8,97.596153259,0.167255387
Rule of Law,Iceland,2020,Country,1.788674116,8,96.153846741,0.167255387
Rule of Law,Luxembourg,2020,Country,1.782572985,8,95.673080444,0.166406631
Rule of Law,Norway,2020,Country,1.972491264,8,99.519233704,0.161672220
Rule of Law,United Kingdom,2020,Country,1.489148855,9,89.903846741,0.157058969
Rule of Law,Ireland,2020,Country,1.490071774,9,90.384613037,0.164312840
Rule of Law,Belgium,2020,Country,1.360301852,9,88.461540222,0.159010038
Rule of Law,Greece,2020,Country,0.315227628,10,61.538459778,0.154614866
Rule of Law,Spain,2020,Country,0.894206524,10,77.403846741,0.154614866
Rule of Law,Austria,2020,Country,1.801011682,10,97.115386963,0.154614866
Rule of Law,Germany,2020,Country,1.549539328,10,91.346153259,0.154614866
Rule of Law,France,2020,Country,1.320556998,10,87.980766296,0.154614866
Rule of Law,Portugal,2020,Country,1.177211642,10,85.096153259,0.154614866
Rule of Law,Netherlands,2020,Country,1.748748064,10,94.711540222,0.154614866
Rule of Law,Sweden,2020,Country,1.797250509,10,96.634613037,0.154614866
Rule of Law,Denmark,2020,Country,1.847981572,10,98.076919556,0.154614866
Rule of Law,Finland,2020,Country,2.066255569,10,100,0.154614866
Rule of Law,Latvia,2020,Country,0.949904144,11,80.769233704,0.146837011
Rule of Law,Lithuania,2020,Country,0.985400498,11,81.730766296,0.146837011
Rule of Law,Slovak Republic,2020,Country,0.673871577,11,73.076919556,0.146837011
Rule of Law,Slovenia,2020,Country,1.060341001,12,84.134613037,0.139792562
Rule of Law,Czech Republic,2020,Country,1.051819682,12,83.653846741,0.139792562
Rule of Law,Poland,2020,Country,0.529685378,12,69.230766296,0.139792562
Rule of Law,Hungary,2020,Country,0.508961439,12,67.788459778,0.139792562
Rule of Law,Estonia,2020,Country,1.372803450,12,89.423080444,0.139792562
Rule of Law,Croatia,2020,Country,0.258851081,12,60.576923370,0.139792562
Rule of Law,Romania,2020,Country,0.392174125,12,64.423080444,0.139792562
Rule of Law,Liechtenstein,2020,Country,1.752746582,2,95.192306519,0.191928715
Rule of Law,Cyprus,2020,Country,0.574943423,9,69.711540222,0.164312840
Rule of Law,Croatia,2020,Country,0.258851081,12,60.576923370,0.139792562
Rule of Law,Romania,2020,Country,0.392174125,12,64.423080444,0.139792562
Rule of Law,Andorra,2020,Country,1.688274860,1,93.269233704,0.526522875
Rule of Law,Liechtenstein,2020,Country,1.752746582,2,95.192306519,0.191928715
Rule of Law,Cyprus,2020,Country,0.574943423,9,69.711540222,0.164312840
Rule of Law,Romania,2020,Country,0.392174125,12,64.423080444,0.139792562
Rule of Law,Croatia,2020,Country,0.258851081,12,60.576923370,0.139792562
Rule of Law,Albania,2020,Country,-0.349165231,10,40.865383148,0.146320477
Rule of Law,Armenia,2020,Country,-0.104187101,10,50.961540222,0.154167235
Rule of Law,Ukraine,2020,Country,-0.690148473,11,26.442308426,0.141591147
Rule of Law,Albania,2020,Country,-0.349165231,10,40.865383148,0.146320477
Rule of Law,Armenia,2020,Country,-0.104187101,10,50.961540222,0.154167235
Rule of Law,Ukraine,2020,Country,-0.690148473,11,26.442308426,0.141591147
Rule of Law,Belarus,2020,Country,-1.053738832,9,14.903845787,0.150028914
Rule of Law,Azerbaijan,2020,Country,-0.716367126,9,25,0.158523262
Rule of Law,Moldova,2020,Country,-0.467885017,9,35.096153259,0.150250465
Rule of Law,Georgia,2020,Country,0.243921533,9,60.096153259,0.152484268
Rule of Law,Montenegro,2020,Country,-0.012625440,9,54.326923370,0.157141700
Rule of Law,North Macedonia,2020,Country,-0.082664944,9,51.923076630,0.148856148
Rule of Law,Serbia,2020,Country,-0.100547984,10,51.442306519,0.146320477
Rule of Law,Bosnia and Herzegovina,2020,Country,-0.290586531,10,42.788459778,0.148595482
Rule of Law,Kazakhstan,2020,Country,-0.443739504,11,36.538459778,0.141591147
Rule of Law,Russian Federation,2020,Country,-0.787609994,11,22.596153259,0.141591147
Rule of Law,Türkiye,2020,Country,-0.408490777,11,38.461540222,0.154110208
Rule of Law,Bulgaria,2020,Country,-0.105334796,12,50.480770111,0.139792562
Rule of Law,Belarus,2020,Country,-1.053738832,9,14.903845787,0.150028914
Rule of Law,Moldova,2020,Country,-0.467885017,9,35.096153259,0.150250465
Rule of Law,Azerbaijan,2020,Country,-0.716367126,9,25,0.158523262
Rule of Law,North Macedonia,2020,Country,-0.082664944,9,51.923076630,0.148856148
Rule of Law,Montenegro,2020,Country,-0.012625440,9,54.326923370,0.157141700
Rule of Law,Georgia,2020,Country,0.243921533,9,60.096153259,0.152484268
Rule of Law,Bosnia and Herzegovina,2020,Country,-0.290586531,10,42.788459778,0.148595482
Rule of Law,Serbia,2020,Country,-0.100547984,10,51.442306519,0.146320477
Rule of Law,Russian Federation,2020,Country,-0.787609994,11,22.596153259,0.141591147
Rule of Law,Belgium,2020,Country,1.360301852,9,88.461540222,0.159010038
Rule of Law,United Kingdom,2020,Country,1.489148855,9,89.903846741,0.157058969
Rule of Law,Germany,2020,Country,1.549539328,10,91.346153259,0.154614866
Rule of Law,Denmark,2020,Country,1.847981572,10,98.076919556,0.154614866
Rule of Law,Greece,2020,Country,0.315227628,10,61.538459778,0.154614866
Rule of Law,Italy,2020,Country,0.235660911,10,59.134616852,0.154614866
Rule of Law,Portugal,2020,Country,1.177211642,10,85.096153259,0.154614866
Rule of Law,Austria,2020,Country,1.801011682,10,97.115386963,0.154614866
Rule of Law,Spain,2020,Country,0.894206524,10,77.403846741,0.154614866
Rule of Law,Finland,2020,Country,2.066255569,10,100,0.154614866
Rule of Law,France,2020,Country,1.320556998,10,87.980766296,0.154614866
Rule of Law,Netherlands,2020,Country,1.748748064,10,94.711540222,0.154614866
Rule of Law,Sweden,2020,Country,1.797250509,10,96.634613037,0.154614866
Rule of Law,Latvia,2020,Country,0.949904144,11,80.769233704,0.146837011
Rule of Law,Slovak Republic,2020,Country,0.673871577,11,73.076919556,0.146837011
Rule of Law,Lithuania,2020,Country,0.985400498,11,81.730766296,0.146837011
Rule of Law,Hungary,2020,Country,0.508961439,12,67.788459778,0.139792562
Rule of Law,Poland,2020,Country,0.529685378,12,69.230766296,0.139792562
Rule of Law,Czech Republic,2020,Country,1.051819682,12,83.653846741,0.139792562
Rule of Law,Estonia,2020,Country,1.372803450,12,89.423080444,0.139792562
Rule of Law,Slovenia,2020,Country,1.060341001,12,84.134613037,0.139792562
Rule of Law,Iceland,2020,Country,1.788674116,8,96.153846741,0.167255387
Rule of Law,Switzerland,2020,Country,1.817349553,8,97.596153259,0.167255387
Rule of Law,Norway,2020,Country,1.972491264,8,99.519233704,0.161672220
Rule of Law,Belgium,2020,Country,1.360301852,9,88.461540222,0.159010038
Rule of Law,United Kingdom,2020,Country,1.489148855,9,89.903846741,0.157058969
Rule of Law,Ireland,2020,Country,1.490071774,9,90.384613037,0.164312840
Rule of Law,Greece,2020,Country,0.315227628,10,61.538459778,0.154614866
Rule of Law,Spain,2020,Country,0.894206524,10,77.403846741,0.154614866
Rule of Law,Austria,2020,Country,1.801011682,10,97.115386963,0.154614866
Rule of Law,France,2020,Country,1.320556998,10,87.980766296,0.154614866
Rule of Law,Portugal,2020,Country,1.177211642,10,85.096153259,0.154614866
Rule of Law,Italy,2020,Country,0.235660911,10,59.134616852,0.154614866
Rule of Law,Germany,2020,Country,1.549539328,10,91.346153259,0.154614866
Rule of Law,Netherlands,2020,Country,1.748748064,10,94.711540222,0.154614866
Rule of Law,Finland,2020,Country,2.066255569,10,100,0.154614866
Rule of Law,Denmark,2020,Country,1.847981572,10,98.076919556,0.154614866
Rule of Law,Sweden,2020,Country,1.797250509,10,96.634613037,0.154614866
Rule of Law,Latvia,2020,Country,0.949904144,11,80.769233704,0.146837011
Rule of Law,Slovak Republic,2020,Country,0.673871577,11,73.076919556,0.146837011
Rule of Law,Lithuania,2020,Country,0.985400498,11,81.730766296,0.146837011
Rule of Law,Poland,2020,Country,0.529685378,12,69.230766296,0.139792562
Rule of Law,Hungary,2020,Country,0.508961439,12,67.788459778,0.139792562
Rule of Law,Slovenia,2020,Country,1.060341001,12,84.134613037,0.139792562
Rule of Law,Czech Republic,2020,Country,1.051819682,12,83.653846741,0.139792562
Rule of Law,Estonia,2020,Country,1.372803450,12,89.423080444,0.139792562
Rule of Law,Norway,2020,Country,1.972491264,8,99.519233704,0.161672220
Rule of Law,Belgium,2020,Country,1.360301852,9,88.461540222,0.159010038
Rule of Law,United Kingdom,2020,Country,1.489148855,9,89.903846741,0.157058969
Rule of Law,Greece,2020,Country,0.315227628,10,61.538459778,0.154614866
Rule of Law,Italy,2020,Country,0.235660911,10,59.134616852,0.154614866
Rule of Law,France,2020,Country,1.320556998,10,87.980766296,0.154614866
Rule of Law,Spain,2020,Country,0.894206524,10,77.403846741,0.154614866
Rule of Law,Portugal,2020,Country,1.177211642,10,85.096153259,0.154614866
Rule of Law,Austria,2020,Country,1.801011682,10,97.115386963,0.154614866
Rule of Law,Germany,2020,Country,1.549539328,10,91.346153259,0.154614866
Rule of Law,Netherlands,2020,Country,1.748748064,10,94.711540222,0.154614866
Rule of Law,Sweden,2020,Country,1.797250509,10,96.634613037,0.154614866
Rule of Law,Finland,2020,Country,2.066255569,10,100,0.154614866
Rule of Law,Denmark,2020,Country,1.847981572,10,98.076919556,0.154614866
Rule of Law,Hungary,2020,Country,0.508961439,12,67.788459778,0.139792562
Rule of Law,Poland,2020,Country,0.529685378,12,69.230766296,0.139792562
Rule of Law,Slovenia,2020,Country,1.060341001,12,84.134613037,0.139792562
Rule of Law,Czech Republic,2020,Country,1.051819682,12,83.653846741,0.139792562
Rule of Law,Estonia,2020,Country,1.372803450,12,89.423080444,0.139792562
Rule of Law,Cyprus,2020,Country,0.574943423,9,69.711540222,0.164312840
Rule of Law,Romania,2020,Country,0.392174125,12,64.423080444,0.139792562
Rule of Law,Croatia,2020,Country,0.258851081,12,60.576923370,0.139792562
Rule of Law,Cyprus,2020,Country,0.574943423,9,69.711540222,0.164312840
Rule of Law,Romania,2020,Country,0.392174125,12,64.423080444,0.139792562
Rule of Law,Croatia,2020,Country,0.258851081,12,60.576923370,0.139792562
Rule of Law,Croatia,2020,Country,0.258851081,12,60.576923370,0.139792562
Rule of Law,Romania,2020,Country,0.392174125,12,64.423080444,0.139792562
Rule of Law,Albania,2020,Country,-0.349165231,10,40.865383148,0.146320477
Rule of Law,Armenia,2020,Country,-0.104187101,10,50.961540222,0.154167235
Rule of Law,Ukraine,2020,Country,-0.690148473,11,26.442308426,0.141591147
Rule of Law,Armenia,2020,Country,-0.104187101,10,50.961540222,0.154167235
Rule of Law,Albania,2020,Country,-0.349165231,10,40.865383148,0.146320477
Rule of Law,Ukraine,2020,Country,-0.690148473,11,26.442308426,0.141591147
Rule of Law,Albania,2020,Country,-0.349165231,10,40.865383148,0.146320477
Rule of Law,Ukraine,2020,Country,-0.690148473,11,26.442308426,0.141591147
Rule of Law,Azerbaijan,2020,Country,-0.716367126,9,25,0.158523262
Rule of Law,Belarus,2020,Country,-1.053738832,9,14.903845787,0.150028914
Rule of Law,Moldova,2020,Country,-0.467885017,9,35.096153259,0.150250465
Rule of Law,North Macedonia,2020,Country,-0.082664944,9,51.923076630,0.148856148
Rule of Law,Montenegro,2020,Country,-0.012625440,9,54.326923370,0.157141700
Rule of Law,Georgia,2020,Country,0.243921533,9,60.096153259,0.152484268
Rule of Law,Bosnia and Herzegovina,2020,Country,-0.290586531,10,42.788459778,0.148595482
Rule of Law,Serbia,2020,Country,-0.100547984,10,51.442306519,0.146320477
Rule of Law,Kazakhstan,2020,Country,-0.443739504,11,36.538459778,0.141591147
Rule of Law,Germany,2020,Country,1.549539328,10,91.346153259,0.154614866
Rule of Law,Portugal,2020,Country,1.177211642,10,85.096153259,0.154614866
Rule of Law,Spain,2020,Country,0.894206524,10,77.403846741,0.154614866
Rule of Law,Sweden,2020,Country,1.797250509,10,96.634613037,0.154614866
Rule of Law,Austria,2020,Country,1.801011682,10,97.115386963,0.154614866
Rule of Law,Denmark,2020,Country,1.847981572,10,98.076919556,0.154614866
Rule of Law,Finland,2020,Country,2.066255569,10,100,0.154614866
Rule of Law,Netherlands,2020,Country,1.748748064,10,94.711540222,0.154614866
Rule of Law,Lithuania,2020,Country,0.985400498,11,81.730766296,0.146837011
Rule of Law,Slovak Republic,2020,Country,0.673871577,11,73.076919556,0.146837011
Rule of Law,Latvia,2020,Country,0.949904144,11,80.769233704,0.146837011
Rule of Law,Poland,2020,Country,0.529685378,12,69.230766296,0.139792562
Rule of Law,Estonia,2020,Country,1.372803450,12,89.423080444,0.139792562
Rule of Law,Hungary,2020,Country,0.508961439,12,67.788459778,0.139792562
Rule of Law,Slovenia,2020,Country,1.060341001,12,84.134613037,0.139792562
Rule of Law,Czech Republic,2020,Country,1.051819682,12,83.653846741,0.139792562
Rule of Law,Cyprus,2020,Country,0.574943423,9,69.711540222,0.164312840
Rule of Law,Romania,2020,Country,0.392174125,12,64.423080444,0.139792562
Rule of Law,Croatia,2020,Country,0.258851081,12,60.576923370,0.139792562
Rule of Law,Ukraine,2020,Country,-0.690148473,11,26.442308426,0.141591147
Rule of Law,Moldova,2020,Country,-0.467885017,9,35.096153259,0.150250465
Rule of Law,Serbia,2020,Country,-0.100547984,10,51.442306519,0.146320477
Rule of Law,Kazakhstan,2020,Country,-0.443739504,11,36.538459778,0.141591147
Rule of Law,Russian Federation,2020,Country,-0.787609994,11,22.596153259,0.141591147
Rule of Law,Malta,2020,Country,0.909834623,7,78.365386963,0.174235374
Rule of Law,Switzerland,2020,Country,1.817349553,8,97.596153259,0.167255387
Rule of Law,Iceland,2020,Country,1.788674116,8,96.153846741,0.167255387
Rule of Law,Luxembourg,2020,Country,1.782572985,8,95.673080444,0.166406631
Rule of Law,Norway,2020,Country,1.972491264,8,99.519233704,0.161672220
Rule of Law,Belgium,2020,Country,1.360301852,9,88.461540222,0.159010038
Rule of Law,United Kingdom,2020,Country,1.489148855,9,89.903846741,0.157058969
Rule of Law,Ireland,2020,Country,1.490071774,9,90.384613037,0.164312840
Rule of Law,Italy,2020,Country,0.235660911,10,59.134616852,0.154614866
Rule of Law,Greece,2020,Country,0.315227628,10,61.538459778,0.154614866
Rule of Law,France,2020,Country,1.320556998,10,87.980766296,0.154614866
Rule of Law,Germany,2020,Country,1.549539328,10,91.346153259,0.154614866
Rule of Law,Portugal,2020,Country,1.177211642,10,85.096153259,0.154614866
Rule of Law,Spain,2020,Country,0.894206524,10,77.403846741,0.154614866
Rule of Law,Sweden,2020,Country,1.797250509,10,96.634613037,0.154614866
Rule of Law,Austria,2020,Country,1.801011682,10,97.115386963,0.154614866
Rule of Law,Denmark,2020,Country,1.847981572,10,98.076919556,0.154614866
Rule of Law,Finland,2020,Country,2.066255569,10,100,0.154614866
Rule of Law,Netherlands,2020,Country,1.748748064,10,94.711540222,0.154614866
Rule of Law,Lithuania,2020,Country,0.985400498,11,81.730766296,0.146837011
Rule of Law,Slovak Republic,2020,Country,0.673871577,11,73.076919556,0.146837011
Rule of Law,Latvia,2020,Country,0.949904144,11,80.769233704,0.146837011
Rule of Law,Poland,2020,Country,0.529685378,12,69.230766296,0.139792562
Rule of Law,Estonia,2020,Country,1.372803450,12,89.423080444,0.139792562
Rule of Law,Hungary,2020,Country,0.508961439,12,67.788459778,0.139792562
Rule of Law,Slovenia,2020,Country,1.060341001,12,84.134613037,0.139792562
Rule of Law,Czech Republic,2020,Country,1.051819682,12,83.653846741,0.139792562
Rule of Law,Cyprus,2020,Country,0.574943423,9,69.711540222,0.164312840
Rule of Law,Romania,2020,Country,0.392174125,12,64.423080444,0.139792562
Rule of Law,Croatia,2020,Country,0.258851081,12,60.576923370,0.139792562
Rule of Law,Ukraine,2020,Country,-0.690148473,11,26.442308426,0.141591147
Rule of Law,Moldova,2020,Country,-0.467885017,9,35.096153259,0.150250465
Rule of Law,Serbia,2020,Country,-0.100547984,10,51.442306519,0.146320477
Rule of Law,Kazakhstan,2020,Country,-0.443739504,11,36.538459778,0.141591147
Rule of Law,Russian Federation,2020,Country,-0.787609994,11,22.596153259,0.141591147
Rule of Law,Malta,2020,Country,0.909834623,7,78.365386963,0.174235374
Rule of Law,Switzerland,2020,Country,1.817349553,8,97.596153259,0.167255387
Rule of Law,Iceland,2020,Country,1.788674116,8,96.153846741,0.167255387
Rule of Law,Luxembourg,2020,Country,1.782572985,8,95.673080444,0.166406631
Rule of Law,Norway,2020,Country,1.972491264,8,99.519233704,0.161672220
Rule of Law,Belgium,2020,Country,1.360301852,9,88.461540222,0.159010038
Rule of Law,United Kingdom,2020,Country,1.489148855,9,89.903846741,0.157058969
Rule of Law,Ireland,2020,Country,1.490071774,9,90.384613037,0.164312840
Rule of Law,Italy,2020,Country,0.235660911,10,59.134616852,0.154614866
Rule of Law,Greece,2020,Country,0.315227628,10,61.538459778,0.154614866
Rule of Law,France,2020,Country,1.320556998,10,87.980766296,0.154614866
Rule of Law,Germany,2020,Country,1.549539328,10,91.346153259,0.154614866
Rule of Law,Portugal,2020,Country,1.177211642,10,85.096153259,0.154614866
Rule of Law,Spain,2020,Country,0.894206524,10,77.403846741,0.154614866
Rule of Law,Sweden,2020,Country,1.797250509,10,96.634613037,0.154614866
Rule of Law,Austria,2020,Country,1.801011682,10,97.115386963,0.154614866
Rule of Law,Denmark,2020,Country,1.847981572,10,98.076919556,0.154614866
Rule of Law,Finland,2020,Country,2.066255569,10,100,0.154614866
Rule of Law,Netherlands,2020,Country,1.748748064,10,94.711540222,0.154614866
Rule of Law,Lithuania,2020,Country,0.985400498,11,81.730766296,0.146837011
Rule of Law,Slovak Republic,2020,Country,0.673871577,11,73.076919556,0.146837011
Rule of Law,Latvia,2020,Country,0.949904144,11,80.769233704,0.146837011
Rule of Law,Poland,2020,Country,0.529685378,12,69.230766296,0.139792562
Rule of Law,Estonia,2020,Country,1.372803450,12,89.423080444,0.139792562
Rule of Law,Hungary,2020,Country,0.508961439,12,67.788459778,0.139792562
Rule of Law,Slovenia,2020,Country,1.060341001,12,84.134613037,0.139792562
Rule of Law,Czech Republic,2020,Country,1.051819682,12,83.653846741,0.139792562
Rule of Law,Cyprus,2020,Country,0.574943423,9,69.711540222,0.164312840
Rule of Law,Norway,2020,Country,1.972491264,8,99.519233704,0.161672220
Rule of Law,Switzerland,2020,Country,1.817349553,8,97.596153259,0.167255387
Rule of Law,United Kingdom,2020,Country,1.489148855,9,89.903846741,0.157058969
Rule of Law,Ireland,2020,Country,1.490071774,9,90.384613037,0.164312840
Rule of Law,Belgium,2020,Country,1.360301852,9,88.461540222,0.159010038
Rule of Law,United Kingdom,2020,Country,1.489148855,9,89.903846741,0.157058969
Rule of Law,Ireland,2020,Country,1.490071774,9,90.384613037,0.164312840
Rule of Law,Belgium,2020,Country,1.360301852,9,88.461540222,0.159010038
Rule of Law,Ireland,2020,Country,1.490071774,9,90.384613037,0.164312840
Rule of Law,United Kingdom,2020,Country,1.489148855,9,89.903846741,0.157058969
Rule of Law,Greece,2020,Country,0.315227628,10,61.538459778,0.154614866
Rule of Law,Italy,2020,Country,0.235660911,10,59.134616852,0.154614866
Rule of Law,Germany,2020,Country,1.549539328,10,91.346153259,0.154614866
Rule of Law,Sweden,2020,Country,1.797250509,10,96.634613037,0.154614866
Rule of Law,Portugal,2020,Country,1.177211642,10,85.096153259,0.154614866
Rule of Law,Spain,2020,Country,0.894206524,10,77.403846741,0.154614866
Rule of Law,France,2020,Country,1.320556998,10,87.980766296,0.154614866
Rule of Law,Denmark,2020,Country,1.847981572,10,98.076919556,0.154614866
Rule of Law,Austria,2020,Country,1.801011682,10,97.115386963,0.154614866
Rule of Law,Netherlands,2020,Country,1.748748064,10,94.711540222,0.154614866
Rule of Law,Finland,2020,Country,2.066255569,10,100,0.154614866
Rule of Law,Greece,2020,Country,0.315227628,10,61.538459778,0.154614866
Rule of Law,Portugal,2020,Country,1.177211642,10,85.096153259,0.154614866
Rule of Law,Germany,2020,Country,1.549539328,10,91.346153259,0.154614866
Rule of Law,Sweden,2020,Country,1.797250509,10,96.634613037,0.154614866
Rule of Law,Netherlands,2020,Country,1.748748064,10,94.711540222,0.154614866
Rule of Law,Denmark,2020,Country,1.847981572,10,98.076919556,0.154614866
Rule of Law,Austria,2020,Country,1.801011682,10,97.115386963,0.154614866
Rule of Law,Finland,2020,Country,2.066255569,10,100,0.154614866
Rule of Law,Italy,2020,Country,0.235660911,10,59.134616852,0.154614866
Rule of Law,Greece,2020,Country,0.315227628,10,61.538459778,0.154614866
Rule of Law,Portugal,2020,Country,1.177211642,10,85.096153259,0.154614866
Rule of Law,Spain,2020,Country,0.894206524,10,77.403846741,0.154614866
Rule of Law,France,2020,Country,1.320556998,10,87.980766296,0.154614866
Rule of Law,Austria,2020,Country,1.801011682,10,97.115386963,0.154614866
Rule of Law,Germany,2020,Country,1.549539328,10,91.346153259,0.154614866
Rule of Law,Netherlands,2020,Country,1.748748064,10,94.711540222,0.154614866
Rule of Law,Sweden,2020,Country,1.797250509,10,96.634613037,0.154614866
Rule of Law,Denmark,2020,Country,1.847981572,10,98.076919556,0.154614866
Rule of Law,Finland,2020,Country,2.066255569,10,100,0.154614866
Rule of Law,Slovak Republic,2020,Country,0.673871577,11,73.076919556,0.146837011
Rule of Law,Latvia,2020,Country,0.949904144,11,80.769233704,0.146837011
Rule of Law,Lithuania,2020,Country,0.985400498,11,81.730766296,0.146837011
Rule of Law,Slovak Republic,2020,Country,0.673871577,11,73.076919556,0.146837011
Rule of Law,Slovak Republic,2020,Country,0.673871577,11,73.076919556,0.146837011
Rule of Law,Latvia,2020,Country,0.949904144,11,80.769233704,0.146837011
Rule of Law,Lithuania,2020,Country,0.985400498,11,81.730766296,0.146837011
Rule of Law,Hungary,2020,Country,0.508961439,12,67.788459778,0.139792562
Rule of Law,Poland,2020,Country,0.529685378,12,69.230766296,0.139792562
Rule of Law,Slovenia,2020,Country,1.060341001,12,84.134613037,0.139792562
Rule of Law,Czech Republic,2020,Country,1.051819682,12,83.653846741,0.139792562
Rule of Law,Estonia,2020,Country,1.372803450,12,89.423080444,0.139792562
Rule of Law,Poland,2020,Country,0.529685378,12,69.230766296,0.139792562
Rule of Law,Estonia,2020,Country,1.372803450,12,89.423080444,0.139792562
Rule of Law,Poland,2020,Country,0.529685378,12,69.230766296,0.139792562
Rule of Law,Hungary,2020,Country,0.508961439,12,67.788459778,0.139792562
Rule of Law,Slovenia,2020,Country,1.060341001,12,84.134613037,0.139792562
Rule of Law,Czech Republic,2020,Country,1.051819682,12,83.653846741,0.139792562
Rule of Law,Estonia,2020,Country,1.372803450,12,89.423080444,0.139792562
Rule of Law,Cyprus,2020,Country,0.574943423,9,69.711540222,0.164312840
Rule of Law,Cyprus,2020,Country,0.574943423,9,69.711540222,0.164312840
Rule of Law,Cyprus,2020,Country,0.574943423,9,69.711540222,0.164312840
Rule of Law,Croatia,2020,Country,0.258851081,12,60.576923370,0.139792562
Rule of Law,Romania,2020,Country,0.392174125,12,64.423080444,0.139792562
Rule of Law,Croatia,2020,Country,0.258851081,12,60.576923370,0.139792562
Rule of Law,Croatia,2020,Country,0.258851081,12,60.576923370,0.139792562
Rule of Law,Romania,2020,Country,0.392174125,12,64.423080444,0.139792562
Rule of Law,Albania,2020,Country,-0.349165231,10,40.865383148,0.146320477
Rule of Law,Armenia,2020,Country,-0.104187101,10,50.961540222,0.154167235
Rule of Law,Albania,2020,Country,-0.349165231,10,40.865383148,0.146320477
Rule of Law,Armenia,2020,Country,-0.104187101,10,50.961540222,0.154167235
Rule of Law,Ukraine,2020,Country,-0.690148473,11,26.442308426,0.141591147
Rule of Law,Ukraine,2020,Country,-0.690148473,11,26.442308426,0.141591147
Rule of Law,Ukraine,2020,Country,-0.690148473,11,26.442308426,0.141591147
Rule of Law,North Macedonia,2020,Country,-0.082664944,9,51.923076630,0.148856148
Rule of Law,Montenegro,2020,Country,-0.012625440,9,54.326923370,0.157141700
Rule of Law,North Macedonia,2020,Country,-0.082664944,9,51.923076630,0.148856148
Rule of Law,Montenegro,2020,Country,-0.012625440,9,54.326923370,0.157141700
Rule of Law,Azerbaijan,2020,Country,-0.716367126,9,25,0.158523262
Rule of Law,Bosnia and Herzegovina,2020,Country,-0.290586531,10,42.788459778,0.148595482
Rule of Law,Serbia,2020,Country,-0.100547984,10,51.442306519,0.146320477
Rule of Law,Serbia,2020,Country,-0.100547984,10,51.442306519,0.146320477
Rule of Law,Bosnia and Herzegovina,2020,Country,-0.290586531,10,42.788459778,0.148595482
Rule of Law,Russian Federation,2020,Country,-0.787609994,11,22.596153259,0.141591147
Rule of Law,Kazakhstan,2020,Country,-0.443739504,11,36.538459778,0.141591147
Rule of Law,Türkiye,2020,Country,-0.408490777,11,38.461540222,0.154110208
Rule of Law,Russian Federation,2020,Country,-0.787609994,11,22.596153259,0.141591147
Rule of Law,Türkiye,2020,Country,-0.408490777,11,38.461540222,0.154110208
Rule of Law,Lithuania,2020,Country,0.985400498,11,81.730766296,0.146837011
Rule of Law,Poland,2020,Country,0.529685378,12,69.230766296,0.139792562
Rule of Law,Hungary,2020,Country,0.508961439,12,67.788459778,0.139792562
Rule of Law,Slovenia,2020,Country,1.060341001,12,84.134613037,0.139792562
