"","Extraversion","logsalary","BetterLife","JobSat"
"14592","In real life (in person)",11.4403547828881,"Yes","Very dissatisfied"
"14593","Online",11.813030064828,"Yes","Very satisfied"
"14594","In real life (in person)",11.0974100361601,"No","Slightly satisfied"
"14595","In real life (in person)",11.1844214118871,"No","Very satisfied"
"14596","In real life (in person)",11.652687416041,"Yes","Very satisfied"
"14597","Online",11.4075649604235,"Yes","Slightly satisfied"
"14598","In real life (in person)",11.5327281020703,"Yes","Slightly dissatisfied"
"14599","In real life (in person)",11.2262429061715,"Yes","Slightly satisfied"
"14600","In real life (in person)",NA,"No","Slightly satisfied"
"14601","In real life (in person)",NA,"No","Very satisfied"
"14602","In real life (in person)",11.3022044460003,"No","Slightly dissatisfied"
"14603","Online",11.8493977087343,"Yes","Slightly satisfied"
"14604","Online",10.0858091509967,"Yes","Slightly satisfied"
"14605","In real life (in person)",11.3504065472372,"No","Slightly dissatisfied"
"14606","In real life (in person)",10.3509177136242,"No","Slightly dissatisfied"
"14607","In real life (in person)",12.1007121354279,"Yes","Very satisfied"
"14608","In real life (in person)",NA,"Yes","Very satisfied"
"14609","Online",12.2307652629986,"Yes","Slightly satisfied"
"14610","In real life (in person)",NA,"Yes","Slightly satisfied"
"14611","Online",11.6082356538655,"No","Slightly satisfied"
"14612","In real life (in person)",10.910533487861,"No","Slightly satisfied"
"14613","Online",NA,"No","Slightly satisfied"
"14614","In real life (in person)",11.4295438669007,"No","Slightly satisfied"
"14615","In real life (in person)",NA,"Yes","Slightly satisfied"
"14616","In real life (in person)",11.2644641184922,"Yes","Slightly satisfied"
"14617","In real life (in person)",12.2060726505302,"Yes","Very satisfied"
"14618","Online",12.2548628144615,"No","Slightly satisfied"
"14619","In real life (in person)",12.30138282988,"No","Slightly satisfied"
"14620","Online",13.5823166720592,"Yes","Neither satisfied nor dissatisfied"
"14621","Online",11.3504065472372,"Yes","Very satisfied"
"14622","In real life (in person)",11.2252434058518,"No","Very satisfied"
"14623","Online",NA,"Yes","Neither satisfied nor dissatisfied"
"14624","Online",12.2060726505302,"Yes","Very satisfied"
"14625","In real life (in person)",13.9465388212479,"No","Very satisfied"
"14626","In real life (in person)",11.8493977087343,"No","Very satisfied"
"14627","In real life (in person)",NA,"No","Slightly satisfied"
"14628","In real life (in person)",11.0821425642624,"Yes","Neither satisfied nor dissatisfied"
"14629","In real life (in person)",11.9183905797451,"Yes","Very satisfied"
"14630","In real life (in person)",10.9150884823964,"No","Slightly dissatisfied"
"14631","Online",11.0821425642624,"No","Very satisfied"
"14632","Online",12.3883942064908,"No","Very satisfied"
"14633","Online",13.3629538438946,"No","Slightly satisfied"
"14634","Online",12.278393311761,"No","Very satisfied"
"14635","Online",11.289781926156,"No","Very satisfied"
"14636","In real life (in person)",13.8924716000263,"Yes","Slightly satisfied"
"14637","In real life (in person)",NA,"No","Slightly satisfied"
"14638","In real life (in person)",12.7938593132101,"Yes","Very satisfied"
"14639","In real life (in person)",NA,NA,"Very satisfied"
"14640","Online",11.6952470300975,"No","Very satisfied"
"14641","In real life (in person)",11.2252434058518,"Yes","Very satisfied"
"14642","Online",10.9150884823964,NA,"Neither satisfied nor dissatisfied"
"14643","In real life (in person)",10.9150884823964,"Yes","Slightly dissatisfied"
"14644","Online",11.3504065472372,"Yes","Slightly satisfied"
"14645","In real life (in person)",NA,"No","Slightly satisfied"
"14646","In real life (in person)",NA,"No","Very dissatisfied"
"14647","Online",12.706847936473,"Yes","Very satisfied"
"14648","In real life (in person)",7.1701203126801,"No","Slightly satisfied"
"14649","Online",11.9183905797451,"Yes","Very satisfied"
"14650","In real life (in person)",11.3385720897302,"No","Slightly satisfied"
"14651","In real life (in person)",11.3385720897302,"No","Very satisfied"
"14652","Online",NA,"No","Slightly satisfied"
"14653","In real life (in person)",13.7746885644857,"No","Slightly satisfied"
"14654","Online",9.10148261475848,"No","Slightly dissatisfied"
"14655","In real life (in person)",15.5345721400679,"No","Slightly satisfied"
"14656","Online",14.4986074031758,"Yes","Very satisfied"
"14657","In real life (in person)",13.9877817797465,"No","Slightly dissatisfied"
"14658","In real life (in person)",NA,"Yes","Slightly satisfied"
"14659","In real life (in person)",11.635143106544,"Yes","Very satisfied"
"14660","In real life (in person)",11.5129254749702,"No","Slightly satisfied"
"14661","In real life (in person)",11.0974100361601,"Yes","Very satisfied"
"14662","In real life (in person)",NA,"Yes","Very satisfied"
"14663","In real life (in person)",NA,"Yes","Very satisfied"
"14664","In real life (in person)",12.6535027778512,"Yes","Very satisfied"
"14665","Online",11.6082356538655,"Yes","Slightly dissatisfied"
"14666","In real life (in person)",NA,"No","Very satisfied"
"14667","In real life (in person)",11.0020998578709,"Yes","Neither satisfied nor dissatisfied"
"14668","In real life (in person)",14.8690764910079,"No","Slightly dissatisfied"
"14669","Online",15.4260914970944,"Yes","Very satisfied"
"14670","In real life (in person)",12.2643415583711,"No","Very satisfied"
"14671","In real life (in person)",12.2548628144615,"No","Slightly satisfied"
"14672","Online",11.5129254749702,"No","Very satisfied"
"14673","In real life (in person)",11.9183905797451,"Yes","Slightly satisfied"
"14674","Online",11.289781926156,"Yes","Slightly dissatisfied"
"14675","In real life (in person)",11.8844890282993,"Yes","Very satisfied"
"14676","Online",8.18868940222194,"Yes","Neither satisfied nor dissatisfied"
"14677","In real life (in person)",11.289781926156,"Yes","Slightly satisfied"
"14678","Online",11.0974100361601,"Yes","Very satisfied"
"14679","In real life (in person)",NA,"Yes","Very satisfied"
"14680","In real life (in person)",11.8705999162351,"Yes","Slightly dissatisfied"
"14681","In real life (in person)",11.6952470300975,"Yes","Very satisfied"
"14682","Online",12.4684369138438,"Yes","Slightly satisfied"
"14683","In real life (in person)",10.687389941113,"Yes","Very satisfied"
"14684","In real life (in person)",NA,NA,"Slightly satisfied"
"14685","In real life (in person)",10.463103369043,"No","Very dissatisfied"
"14686","Online",9.2873015057049,"Yes","Very dissatisfied"
"14687","In real life (in person)",NA,"Yes","Very satisfied"
"14688","In real life (in person)",11.6952470300975,"Yes","Very satisfied"
"14689","In real life (in person)",11.6082356538655,"Yes","Very satisfied"
"14690","In real life (in person)",12.5256694067772,"Yes","Slightly satisfied"
"14691","In real life (in person)",11.5129254749702,"No","Very satisfied"
"14692","In real life (in person)",12.0725412586199,"Yes","Neither satisfied nor dissatisfied"
"14693","In real life (in person)",11.77528973713,"No","Very satisfied"
"14694","Online",11.6952470300975,"No","Very dissatisfied"
"14695","In real life (in person)",11.5129254749702,"Yes","Slightly satisfied"
"14696","Online",11.1844214118871,"No","Very dissatisfied"
"14697","In real life (in person)",12.2060726505302,"No","Slightly satisfied"
"14698","In real life (in person)",12.1547793564058,"No","Slightly dissatisfied"
"14699","In real life (in person)",11.289781926156,"No","Slightly satisfied"
"14700","Online",NA,NA,"Neither satisfied nor dissatisfied"
"14701","In real life (in person)",11.1418617980721,"No","Very satisfied"
"14702","Online",11.3317469466588,"No","Slightly dissatisfied"
"14703","In real life (in person)",10.7144177909747,"No","Very satisfied"
"14704","In real life (in person)",11.461632181109,"Yes","Very satisfied"
"14705","In real life (in person)",11.5129254749702,"Yes","Slightly dissatisfied"
"14706","In real life (in person)",NA,"No","Very satisfied"
"14707","Online",NA,"Yes","Very dissatisfied"
"14708","Online",8.88183644389303,"No","Slightly dissatisfied"
"14709","Online",15.1102385477501,"No","Slightly satisfied"
"14710","In real life (in person)",11.6082356538655,"Yes","Very satisfied"
"14711","Online",10.5740612585458,"No","Neither satisfied nor dissatisfied"
"14712","Online",12.0552497616095,"No","Slightly satisfied"
"14713","In real life (in person)",11.289781926156,"No","Very satisfied"
"14714","In real life (in person)",12.1388639011843,"Yes","Very satisfied"
"14715","In real life (in person)",11.6952470300975,"No","Slightly satisfied"
"14716","Online",8.47637140522929,"Yes","Very satisfied"
"14717","In real life (in person)",11.686878780497,"No","Very satisfied"
"14718","In real life (in person)",11.289781926156,"Yes","Very satisfied"
"14719","In real life (in person)",11.982929100466,"Yes","Slightly satisfied"
"14720","In real life (in person)",NA,"Yes","Very satisfied"
"14721","Online",14.7492482038352,"No","Very satisfied"
"14722","In real life (in person)",11.7360690242844,"Yes","Slightly satisfied"
"14723","In real life (in person)",11.1562505353172,"Yes","Very satisfied"
"14724","Online",12.0668105839438,"No","Slightly satisfied"
"14725","In real life (in person)",12.0782392797021,"Yes","Very satisfied"
"14726","Online",10.9150884823964,"Yes","Slightly satisfied"
"14727","Online",12.0435537219148,"Yes","Slightly satisfied"
"14728","Online",11.5711943825282,"No","Slightly satisfied"
"14729","Online",NA,"Yes","Neither satisfied nor dissatisfied"
"14730","In real life (in person)",NA,"Yes","Neither satisfied nor dissatisfied"
"14731","In real life (in person)",12.2428866234722,"No","Very satisfied"
"14732","In real life (in person)",11.7280368526517,"Yes","Slightly satisfied"
"14733","In real life (in person)",11.5617156386635,"No","Very dissatisfied"
"14734","Online",9.45524631526719,"No","Very satisfied"
"14735","Online",12.1007121354279,"No","Very dissatisfied"
"14736","In real life (in person)",11.9183905797451,"Yes","Slightly satisfied"
"14737","In real life (in person)",NA,"Yes","Slightly satisfied"
"14738","In real life (in person)",11.6952470300975,NA,"Slightly satisfied"
"14739","In real life (in person)",8.7414799290439,"Yes","Neither satisfied nor dissatisfied"
"14740","In real life (in person)",11.3022044460003,"Yes","Very satisfied"
"14741","Online",NA,"No","Very satisfied"
"14742","Online",11.77528973713,"Yes","Slightly satisfied"
"14743","In real life (in person)",12.2548628144615,"Yes","Slightly dissatisfied"
"14744","Online",15.2184521323623,"No","Slightly satisfied"
"14745","In real life (in person)",11.385092104824,"Yes","Very satisfied"
"14746","In real life (in person)",11.0020998578709,"No","Slightly satisfied"
"14747","In real life (in person)",NA,"Yes","Neither satisfied nor dissatisfied"
"14748","Online",12.1007121354279,"No","Very satisfied"
"14749","In real life (in person)",11.461632181109,"No","Very dissatisfied"
"14750","Online",15.8384770479796,"Yes","Very satisfied"
"14751","In real life (in person)",NA,"No","Neither satisfied nor dissatisfied"
"14752","In real life (in person)",11.1562505353172,"Yes","Very satisfied"
"14753","In real life (in person)",11.6952470300975,"Yes","Very satisfied"
"14754","In real life (in person)",11.2384886324264,"Yes","Slightly satisfied"
"14755","Online",11.7440371938701,"Yes","Slightly satisfied"
"14756","In real life (in person)",11.77528973713,"No","Neither satisfied nor dissatisfied"
"14757","In real life (in person)",14.4678357445248,"Yes","Slightly satisfied"
"14758","Online",12.30138282988,"Yes","Slightly satisfied"
"14759","In real life (in person)",12.2307652629986,"Yes","Very satisfied"
"14760","Online",11.4075649604235,"Yes","Very satisfied"
"14761","Online",11.9183905797451,"Yes","Very satisfied"
"14762","In real life (in person)",NA,"Yes","Slightly satisfied"
"14763","Online",13.2213033270708,"No","Very satisfied"
"14764","In real life (in person)",NA,"Yes","Very satisfied"
"14765","In real life (in person)",12.1007121354279,"Yes","Slightly satisfied"
"14766","Online",11.5228758057244,"Yes","Slightly satisfied"
"14767","Online",12.6115377569717,"No","Very satisfied"
"14768","In real life (in person)",11.4142095030686,"No","Slightly satisfied"
"14769","Online",11.1562505353172,"Yes","Slightly satisfied"
"14770","In real life (in person)",12.0895388348922,"Yes","Very satisfied"
"14771","Online",NA,"Yes","Very satisfied"
"14772","Online",8.06463679023958,"Yes","Neither satisfied nor dissatisfied"
"14773","In real life (in person)",11.7498062351444,"Yes","Very satisfied"
"14774","Online",10.6213273700767,"Yes","Very satisfied"
"14775","In real life (in person)",11.9183905797451,"No","Slightly dissatisfied"
"14776","Online",11.951180402353,"Yes","Slightly satisfied"
"14777","Online",11.0974100361601,"Yes","Very satisfied"
"14778","In real life (in person)",11.170435170108,"Yes","Very satisfied"
"14779","Online",NA,"Yes","Neither satisfied nor dissatisfied"
"14780","Online",11.2252434058518,"No","Slightly satisfied"
"14781","Online",NA,"Yes","Very satisfied"
"14782","Online",NA,"No","Very satisfied"
"14783","In real life (in person)",11.289781926156,"Yes","Very satisfied"
"14784","Online",NA,"No","Very satisfied"
"14785","Online",NA,"No","Slightly satisfied"
"14786","Online",11.9183905797451,"No","Very satisfied"
"14787","In real life (in person)",8.69951491487685,"Yes","Very satisfied"
"14788","In real life (in person)",11.652687416041,"Yes","Neither satisfied nor dissatisfied"
"14789","Online",NA,"Yes","Slightly satisfied"
"14790","Online",11.77528973713,"No","Slightly satisfied"
"14791","In real life (in person)",12.1281111094659,"No","Very satisfied"
"14792","In real life (in person)",11.1591036042589,"No","Slightly satisfied"
"14793","In real life (in person)",12.5425448857228,"No","Slightly satisfied"
"14794","In real life (in person)",11.4927227678568,"Yes","Slightly satisfied"
"14795","In real life (in person)",11.1562505353172,NA,"Slightly satisfied"
"14796","Online",12.4711812216965,"Yes","Slightly satisfied"
"14797","In real life (in person)",11.289781926156,"Yes","Very satisfied"
"14798","Online",NA,"Yes","Slightly satisfied"
"14799","In real life (in person)",11.4510500718904,"Yes","Slightly satisfied"
"14800","In real life (in person)",11.652687416041,NA,"Very satisfied"
"14801","In real life (in person)",11.5228758057244,"Yes","Slightly dissatisfied"
"14802","In real life (in person)",11.0020998578709,"No","Slightly dissatisfied"
"14803","In real life (in person)",NA,"No","Slightly satisfied"
"14804","In real life (in person)",11.5617156386635,"Yes","Neither satisfied nor dissatisfied"
"14805","In real life (in person)",8.62622713178037,"Yes","Very dissatisfied"
"14806","In real life (in person)",14.7998337006039,"No","Very satisfied"
"14807","In real life (in person)",11.8204101720711,"No","Very dissatisfied"
"14808","In real life (in person)",11.1844214118871,"Yes","Very satisfied"
"14809","Online",10.3089526939776,"No","Very dissatisfied"
"14810","Online",11.2515607138228,"No","Slightly satisfied"
"14811","In real life (in person)",11.6082356538655,"No","Slightly satisfied"
"14812","In real life (in person)",11.2384886324264,"No","Slightly dissatisfied"
"14813","In real life (in person)",14.2209756667391,"No","Slightly dissatisfied"
"14814","In real life (in person)",11.9953516203874,"No","Very dissatisfied"
"14815","In real life (in person)",11.5521461877389,"Yes","Very dissatisfied"
"14816","In real life (in person)",12.3371009123225,"No","Slightly dissatisfied"
"14817","Online",12.2060726505302,"Yes","Neither satisfied nor dissatisfied"
"14818","In real life (in person)",11.813030064828,"Yes","Very dissatisfied"
"14819","Online",11.8493977087343,"Yes","Very satisfied"
"14820","In real life (in person)",10.8780472114022,"Yes","Slightly dissatisfied"
"14821","In real life (in person)",NA,"Yes","Neither satisfied nor dissatisfied"
"14822","In real life (in person)",14.3053168151189,"Yes","Very satisfied"
"14823","Online",11.7117763319121,"No","Very satisfied"
"14824","In real life (in person)",9.39266201210347,"Yes","Slightly satisfied"
"14825","In real life (in person)",12.7656884363227,"Yes","Very satisfied"
"14826","In real life (in person)",NA,"Yes","Slightly dissatisfied"
"14827","In real life (in person)",11.2515607138228,"Yes","Very satisfied"
"14828","In real life (in person)",11.652687416041,"Yes","Slightly satisfied"
"14829","In real life (in person)",10.6213273700767,"No","Slightly satisfied"
"14830","In real life (in person)",NA,"No","Neither satisfied nor dissatisfied"
"14831","Online",11.6082356538655,NA,"Very satisfied"
"14832","In real life (in person)",11.7519423733147,"No","Very satisfied"
"14833","Online",12.0725412586199,"No","Slightly satisfied"
"14834","Online",11.6952470300975,"Yes","Slightly dissatisfied"
"14835","In real life (in person)",12.1226910420259,"No","Slightly satisfied"
"14836","Online",12.8992198285901,"Yes","Very dissatisfied"
"14837","In real life (in person)",15.3503796753744,"No","Slightly dissatisfied"
"14838","In real life (in person)",12.2060726505302,"Yes","Neither satisfied nor dissatisfied"
"14839","Online",11.77528973713,"No","Very satisfied"
"14840","In real life (in person)",14.7397694598844,"Yes","Slightly satisfied"
"14841","In real life (in person)",11.1844214118871,"Yes","Very satisfied"
"14842","In real life (in person)",11.4320407470722,"Yes","Slightly dissatisfied"
"14843","In real life (in person)",11.6082356538655,"Yes","Slightly satisfied"
"14844","In real life (in person)",15.2261150051059,"Yes","Slightly satisfied"
"14845","Online",11.652687416041,"No","Very dissatisfied"
"14846","In real life (in person)",11.2384886324264,"Yes","Slightly dissatisfied"
"14847","In real life (in person)",11.3504065472372,"Yes","Very satisfied"
"14848","In real life (in person)",11.951180402353,"No","Very satisfied"
"14849","In real life (in person)",11.6952470300975,"Yes","Slightly satisfied"
"14850","Online",11.7428460085094,"Yes","Very satisfied"
"14851","In real life (in person)",10.7789563107234,"Yes","Slightly satisfied"
"14852","Online",11.5253479948453,"Yes","Very satisfied"
"14853","In real life (in person)",11.8635823436257,"Yes","Slightly satisfied"
"14854","Online",10.4341158330101,"Yes","Very satisfied"
"14855","Online",11.9183905797451,"No","Very satisfied"
"14856","Online",11.4075649604235,"Yes","Very satisfied"
"14857","In real life (in person)",NA,"No","Neither satisfied nor dissatisfied"
"14858","Online",13.9465388212479,"Yes","Very satisfied"
"14859","In real life (in person)",8.82152262442381,"Yes","Very satisfied"
"14860","Online",11.8350089713857,"No","Very satisfied"
"14861","Online",11.289781926156,"No","Very dissatisfied"
"14862","In real life (in person)",11.2252434058518,"Yes","Very satisfied"
"14863","In real life (in person)",NA,"Yes","Slightly satisfied"
"14864","Online",11.0020998578709,"Yes","Very dissatisfied"
"14865","In real life (in person)",10.3089526939776,"Yes","Slightly dissatisfied"
"14866","In real life (in person)",11.4721034808666,"Yes","Very satisfied"
"14867","In real life (in person)",12.4292162008444,"Yes","Very satisfied"
"14868","In real life (in person)",10.5966347580961,"Yes","Very satisfied"
"14869","In real life (in person)",12.1007121354279,"Yes","Very satisfied"
"14870","In real life (in person)",NA,NA,"Slightly satisfied"
"14871","In real life (in person)",13.8353131862408,"Yes","Slightly satisfied"
"14872","In real life (in person)",11.4389774907854,"No","Very satisfied"
"14873","In real life (in person)",11.3678997044807,"No","Slightly satisfied"
"14874","Online",11.8981878725636,"No","Slightly satisfied"
"14875","In real life (in person)",NA,NA,"Very satisfied"
"14876","Online",11.2515607138228,"Yes","Slightly satisfied"
"14877","In real life (in person)",11.385092104824,"Yes","Slightly dissatisfied"
"14878","In real life (in person)",NA,"No","Slightly dissatisfied"
"14879","In real life (in person)",11.0898054368905,"No","Very dissatisfied"
"14880","In real life (in person)",11.3265958988269,"Yes","Slightly satisfied"
"14881","In real life (in person)",NA,"No","Neither satisfied nor dissatisfied"
"14882","In real life (in person)",NA,"Yes","Slightly satisfied"
"14883","In real life (in person)",NA,"Yes","Slightly satisfied"
"14884","In real life (in person)",11.2252434058518,"Yes","Very satisfied"
"14885","Online",11.951180402353,"Yes","Very satisfied"
"14886","In real life (in person)",NA,"Yes","Slightly satisfied"
"14887","In real life (in person)",9.74096868186188,"No","Slightly satisfied"
"14888","In real life (in person)",11.5521461877389,"No","Slightly satisfied"
"14889","In real life (in person)",12.0435537219148,"No","Slightly satisfied"
"14890","Online",12.2480376713412,"Yes","Very dissatisfied"
"14891","In real life (in person)",11.3650053464878,"Yes","Slightly satisfied"
"14892","In real life (in person)",10.168596163223,"Yes","Very satisfied"
"14893","In real life (in person)",NA,"Yes","Neither satisfied nor dissatisfied"
"14894","In real life (in person)",NA,"Yes","Slightly satisfied"
"14895","In real life (in person)",NA,"Yes","Neither satisfied nor dissatisfied"
"14896","Online",11.7360690242844,"Yes","Very satisfied"
"14897","Online",11.77528973713,"No","Very satisfied"
"14898","In real life (in person)",8.12207467227429,"No","Very satisfied"
"14899","In real life (in person)",11.461632181109,"Yes","Neither satisfied nor dissatisfied"
"14900","In real life (in person)",11.5521461877389,"No","Slightly satisfied"
"14901","Online",11.8844890282993,"Yes","Slightly dissatisfied"
"14902","In real life (in person)",10.491274245216,"Yes","Slightly dissatisfied"
"14903","In real life (in person)",11.77528973713,"Yes","Slightly dissatisfied"
"14904","In real life (in person)",14.2601963798667,"Yes","Slightly dissatisfied"
"14905","Online",12.0435537219148,"Yes","Slightly satisfied"
"14906","Online",11.1562505353172,"Yes","Slightly satisfied"
"14907","In real life (in person)",11.0821425642624,"No","Slightly satisfied"
"14908","Online",NA,"Yes","Slightly satisfied"
"14909","In real life (in person)",11.0020998578709,"No","Very dissatisfied"
"14910","In real life (in person)",11.3504065472372,"No","Slightly satisfied"
"14911","In real life (in person)",11.5129254749702,"No","Very dissatisfied"
"14912","In real life (in person)",10.995410869832,"No","Slightly satisfied"
"14913","Online",11.6952470300975,"No","Slightly satisfied"
"14914","Online",11.3022044460003,"Yes","Very satisfied"
"14915","In real life (in person)",11.373663409131,"No","Very satisfied"
"14916","In real life (in person)",12.0435537219148,"Yes","Very dissatisfied"
"14917","Online",11.0186291595489,"No","Very satisfied"
"14918","In real life (in person)",11.2252434058518,"Yes","Slightly satisfied"
"14919","In real life (in person)",NA,"Yes","Slightly satisfied"
"14920","Online",11.3385720897302,"Yes","Slightly satisfied"
"14921","In real life (in person)",NA,"Yes","Slightly satisfied"
"14922","In real life (in person)",9.57498355500853,"Yes","Slightly satisfied"
"14923","In real life (in person)",11.1562505353172,"Yes","Slightly satisfied"
"14924","In real life (in person)",10.2035921820235,"No","Slightly satisfied"
"14925","In real life (in person)",15.2184521323623,"Yes","Very satisfied"
"14926","In real life (in person)",NA,"Yes","Very satisfied"
"14927","In real life (in person)",11.3504065472372,"No","Very satisfied"
"14928","Online",11.8493977087343,"Yes","Very satisfied"
"14929","Online",15.1102385477501,"Yes","Slightly satisfied"
"14930","Online",14.1801536722466,"No","Slightly satisfied"
"14931","In real life (in person)",11.2947694676049,"Yes","Very satisfied"
"14932","In real life (in person)",11.7440371938701,"Yes","Very satisfied"
"14933","Online",11.7360690242844,"No","Very dissatisfied"
"14934","In real life (in person)",11.5898865153656,"Yes","Very dissatisfied"
"14935","In real life (in person)",11.1562505353172,"Yes","Slightly satisfied"
"14936","In real life (in person)",11.2252434058518,"Yes","Very satisfied"
"14937","Online",11.0020998578709,"Yes","Slightly satisfied"
"14938","In real life (in person)",11.6952470300975,"Yes","Slightly dissatisfied"
"14939","Online",14.1801536722466,"Yes","Slightly satisfied"
"14940","In real life (in person)",11.461632181109,"No","Very satisfied"
"14941","Online",11.813030064828,"Yes","Very satisfied"
"14942","In real life (in person)",12.0137007589433,"Yes","Very satisfied"
"14943","Online",11.5129254749702,"No","Slightly dissatisfied"
"14944","Online",11.5617156386635,"Yes","Very satisfied"
"14945","In real life (in person)",11.7360690242844,"No","Slightly dissatisfied"
"14946","In real life (in person)",11.461632181109,"Yes","Slightly dissatisfied"
"14947","In real life (in person)",NA,"Yes","Very satisfied"
"14948","In real life (in person)",11.5617156386635,"Yes","Slightly dissatisfied"
"14949","Online",NA,"No","Very satisfied"
"14950","Online",11.3385720897302,"No","Slightly satisfied"
"14951","In real life (in person)",NA,NA,"Slightly satisfied"
"14952","In real life (in person)",11.2708539165094,"Yes","Slightly satisfied"
"14953","In real life (in person)",NA,"No","Very satisfied"
"14954","Online",12.0287386362174,"Yes","Slightly satisfied"
"14955","In real life (in person)",11.5137851053735,"Yes","Slightly satisfied"
"14956","Online",11.9447078878893,"No","Very satisfied"
"14957","In real life (in person)",11.652687416041,"Yes","Slightly dissatisfied"
"14958","Online",11.5228758057244,"Yes","Slightly dissatisfied"
"14959","In real life (in person)",11.4403547828881,"Yes","Slightly satisfied"
"14960","In real life (in person)",10.8967393440649,"Yes","Very satisfied"
"14961","In real life (in person)",13.7642172646294,"Yes","Very satisfied"
"14962","In real life (in person)",10.0647557426854,"Yes","Neither satisfied nor dissatisfied"
"14963","In real life (in person)",NA,"No",NA
"14964","In real life (in person)",NA,"Yes","Very satisfied"
"14965","Online",11.7675676910957,"No","Very dissatisfied"
"14966","In real life (in person)",11.6952470300975,"Yes","Very satisfied"
"14967","In real life (in person)",NA,"Yes","Very satisfied"
"14968","Online",11.2118203856998,"Yes","Very satisfied"
"14969","Online",12.3883942064908,"Yes","Very satisfied"
"14970","Online",11.657025817602,"Yes","Slightly satisfied"
"14971","In real life (in person)",12.1281111094659,"Yes","Very satisfied"
"14972","In real life (in person)",11.7519423733147,"Yes","Very satisfied"
"14973","In real life (in person)",11.373663409131,"Yes","Very satisfied"
"14974","Online",11.904967559503,"Yes","Very satisfied"
"14975","In real life (in person)",11.289781926156,"No","Very satisfied"
"14976","In real life (in person)",11.951180402353,"No","Very satisfied"
"14977","In real life (in person)",NA,"No","Neither satisfied nor dissatisfied"
"14978","In real life (in person)",11.385092104824,"No","Slightly dissatisfied"
"14979","Online",11.0743274907064,"Yes","Neither satisfied nor dissatisfied"
"14980","Online",NA,NA,"Very satisfied"
"14981","In real life (in person)",10.9150884823964,"Yes","Neither satisfied nor dissatisfied"
"14982","Online",11.813030064828,"No","Slightly dissatisfied"
"14983","Online",NA,"Yes","Very satisfied"
"14984","Online",11.77528973713,"No","Very satisfied"
"14985","In real life (in person)",11.5174751096234,"Yes","Slightly satisfied"
"14986","In real life (in person)",9.84009211116721,"Yes","Very satisfied"
"14987","Online",11.1272629988641,"Yes","Very satisfied"
"14988","Online",11.6082356538655,"No","Slightly satisfied"
"14989","Online",11.1913418546359,NA,"Very satisfied"
"14990","In real life (in person)",11.1562505353172,"Yes","Neither satisfied nor dissatisfied"
"14991","In real life (in person)",NA,"Yes","Slightly satisfied"
"14992","In real life (in person)",NA,"No","Slightly satisfied"
"14993","In real life (in person)",NA,"Yes","Slightly dissatisfied"
"14994","Online",11.1562505353172,"No","Very satisfied"
"14995","Online",11.385092104824,"No","Neither satisfied nor dissatisfied"
"14996","In real life (in person)",11.5129254749702,"No","Slightly satisfied"
"14997","In real life (in person)",11.8844890282993,"Yes","Slightly satisfied"
"14998","In real life (in person)",11.982929100466,"Yes","Slightly dissatisfied"
"14999","In real life (in person)",11.2252434058518,"Yes","Slightly satisfied"
"15000","Online",12.3104326653589,"Yes","Slightly satisfied"
"15001","In real life (in person)",11.4075649604235,"Yes","Very satisfied"
"15002","In real life (in person)",11.0821425642624,"No","Slightly dissatisfied"
"15003","Online",12.6115377569717,"Yes","Very satisfied"
"15004","Online",10.8614383468535,"No","Slightly dissatisfied"
"15005","In real life (in person)",11.3709676593511,"Yes","Slightly satisfied"
"15006","In real life (in person)",11.3089470951797,"Yes","Very satisfied"
"15007","In real life (in person)",11.5617156386635,"Yes","Very satisfied"
"15008","In real life (in person)",11.813030064828,"Yes","Slightly dissatisfied"
"15009","In real life (in person)",NA,"No","Very satisfied"
"15010","In real life (in person)",12.2548628144615,"Yes","Slightly satisfied"
"15011","In real life (in person)",11.9183905797451,"No","Neither satisfied nor dissatisfied"
"15012","Online",11.0020998578709,"No","Very satisfied"
"15013","In real life (in person)",NA,"No","Slightly satisfied"
"15014","Online",11.3317469466588,"Yes","Very satisfied"
"15015","In real life (in person)",10.7144177909747,"Yes","Very dissatisfied"
"15016","Online",11.5129254749702,"Yes","Slightly satisfied"
"15017","In real life (in person)",NA,"Yes","Very satisfied"
"15018","In real life (in person)",11.289781926156,"No","Very satisfied"
"15019","Online",14.0466222797213,"Yes","Slightly dissatisfied"
"15020","In real life (in person)",11.4075649604235,"Yes","Slightly satisfied"
"15021","In real life (in person)",11.6082356538655,"Yes","Slightly satisfied"
"15022","Online",11.461632181109,"Yes","Slightly dissatisfied"
"15023","In real life (in person)",NA,"Yes","Slightly dissatisfied"
"15024","In real life (in person)",NA,"No","Slightly satisfied"
"15025","In real life (in person)",10.3089526939776,"No","Slightly satisfied"
"15026","In real life (in person)",11.2384886324264,"Yes","Very satisfied"
"15027","In real life (in person)",14.1801536722466,"Yes","Very satisfied"
"15028","In real life (in person)",NA,"Yes","Very satisfied"
"15029","In real life (in person)",NA,"No","Very satisfied"
"15030","In real life (in person)",NA,"No","Very satisfied"
"15031","Online",11.9703503183382,"Yes","Very satisfied"
"15032","In real life (in person)",14.0466222797213,"Yes","Very satisfied"
"15033","In real life (in person)",11.289781926156,"Yes","Slightly dissatisfied"
"15034","In real life (in person)",11.2252434058518,"No","Very satisfied"
"15035","In real life (in person)",NA,"Yes","Slightly satisfied"
